04-16-2014_18-09-28,Script1,0.5,100,1500,93.8247,86.755,92.1899
04-16-2014_18-10-44,Script1,0.5,100,1500,93.3619,87.5706,91.7702
04-16-2014_18-12-33,Script1,0.5,100,1500,92.161,86.9822,90.7956
04-16-2014_18-14-22,Script1,0.5,100,1500,92.2756,84.9398,90.3876
04-16-2014_18-16-12,Script1,0.5,100,2000,90.1408,83.5294,88.4558
04-16-2014_18-18-13,Script1,0.5,100,2000,92.8429,86.5497,91.2463
04-16-2014_18-19-36,Script1,0.5,100,2000,93.2238,81.761,90.4025
04-16-2014_18-21-35,Script1,0.5,100,2000,91.5966,83.5526,89.6497
04-16-2014_18-23-27,Script1,0.5,100,2000,93.9076,81.0976,90.625
04-16-2014_18-24-43,Script1,0.5,100,2000,91.4807,89.0244,90.8676
04-16-2014_18-26-36,Script1,0.5,100,2000,91.1765,87.2832,90.1903
04-16-2014_18-28-33,Script1,0.5,100,2000,90.3986,81.6456,88.4507
04-16-2014_18-30-30,Script1,0.5,100,2000,92.0518,79.558,88.9197
04-16-2014_18-32-29,Script1,0.5,100,2000,90.7104,84.4444,89.1632
04-16-2014_18-34-26,Script1,0.5,100,2000,89.1791,82.9146,87.483
04-16-2014_18-36-23,Script1,0.5,100,2500,89.4837,83.3333,87.8702
04-16-2014_18-38-28,Script1,0.5,100,2500,91.0615,83.5366,89.301
04-16-2014_18-40-32,Script1,0.5,100,2500,91.4729,82.9268,89.4118
04-16-2014_18-42-35,Script1,0.5,100,2500,89.0438,84.9711,88
04-16-2014_18-44-32,Script1,0.5,100,2500,90.4494,80.625,88.1844
04-16-2014_18-46-31,Script1,0.5,100,2500,91.0092,79.558,88.1543
04-16-2014_18-48-31,Script1,0.5,100,2500,89.5447,80.5556,87.4515
04-16-2014_18-51-16,Script1,0.5,100,2500,89.5447,80.5556,87.4515
04-16-2014_18-53-17,Script1,0.5,100,2500,89.5447,80.5556,87.4515
04-16-2014_18-55-18,Script1,0.5,100,2500,89.1379,83.3333,87.6276
04-16-2014_18-57-20,Script1,0.5,100,2500,87.8788,80.9783,86.2468
04-16-2014_19-00-00,Script1,0.5,300,500,98.1366,93.5185,96.9767
04-16-2014_19-00-35,Script1,0.5,300,500,96.1078,91,94.9309
04-16-2014_19-01-42,Script1,0.5,300,500,95,96.9697,95.4654
04-16-2014_19-02-17,Script1,0.5,300,500,96.0133,91.453,94.7368
04-16-2014_19-03-23,Script1,0.5,300,500,95,91.6667,94.1589
04-16-2014_19-04-29,Script1,0.5,300,500,96.131,91.5888,95.0339
04-16-2014_19-05-03,Script1,0.5,300,500,95.8824,89.6552,94.2982
04-16-2014_19-06-10,Script1,0.5,300,500,96.0894,92.5234,95.2688
04-16-2014_19-06-45,Script1,0.5,300,500,94.3343,93.578,94.1558
04-16-2014_19-07-51,Script1,0.5,300,500,95.6268,97.2477,96.0177
04-16-2014_19-08-57,Script1,0.5,300,500,95.6268,97.2477,96.0177
04-16-2014_19-09-31,Script1,0.5,300,1000,95.3297,91.6667,94.3548
04-16-2014_19-10-41,Script1,0.5,300,1000,95.6853,88.3495,94.165
04-16-2014_19-11-52,Script1,0.5,300,1000,95.6072,87.8261,93.8247
04-16-2014_19-13-03,Script1,0.5,300,1000,94.4,92.3664,93.8735
04-16-2014_19-14-13,Script1,0.5,300,1000,96.8421,93.2331,95.9064
04-16-2014_19-14-49,Script1,0.5,300,1000,97.5248,92.623,96.3878
04-16-2014_19-15-27,Script1,0.5,300,1000,95.3052,86.8852,93.4307
04-16-2014_19-16-39,Script1,0.5,300,1000,94.6602,86.8966,92.6391
04-16-2014_19-17-50,Script1,0.5,300,1000,95.2141,88.5714,93.4823
04-16-2014_19-18-59,Script1,0.5,300,1000,95.7816,88.7097,94.1176
04-16-2014_19-20-08,Script1,0.5,300,1000,95.6633,90.678,94.5098
04-16-2014_19-21-17,Script1,0.5,300,1500,95.6835,87.5912,93.6823
04-16-2014_19-22-31,Script1,0.5,300,1500,94.7991,90.2256,93.705
04-16-2014_19-23-44,Script1,0.5,300,1500,95.814,90,94.4643
04-16-2014_19-24-58,Script1,0.5,300,1500,95.0355,84.8485,92.6126
04-16-2014_19-26-10,Script1,0.5,300,1500,94.0476,87.4172,92.2942
04-16-2014_19-27-23,Script1,0.5,300,1500,94.7598,83.5821,92.2297
04-16-2014_19-28-37,Script1,0.5,300,1500,94.9782,90.7895,93.9344
04-16-2014_19-29-51,Script1,0.5,300,1500,94.4321,87.013,92.5373
04-16-2014_19-31-04,Script1,0.5,300,1500,95.045,85.7143,92.7242
04-16-2014_19-32-16,Script1,0.5,300,1500,95.0893,84.4444,92.6244
04-16-2014_19-33-28,Script1,0.5,300,1500,95.6019,86.8966,93.4142
04-16-2014_19-34-40,Script1,0.5,300,2000,93.8998,88.8112,92.691
04-16-2014_19-35-56,Script1,0.5,300,2000,93.5065,84.2466,91.2829
04-16-2014_19-37-12,Script1,0.5,300,2000,94.1573,82.3529,91.1371
04-16-2014_19-38-28,Script1,0.5,300,2000,94.2094,84.8921,92.0068
04-16-2014_19-40-18,Script1,0.5,300,2000,95.0855,87.9195,93.3549
04-16-2014_19-42-08,Script1,0.5,300,2000,95.0855,87.9195,93.3549
04-16-2014_19-43-24,Script1,0.5,300,2000,95.0855,87.9195,93.3549
04-16-2014_19-44-40,Script1,0.5,300,2000,91.7526,84.5714,89.8485
04-16-2014_19-46-31,Script1,0.5,300,2000,92.1371,82.659,89.6861
04-16-2014_19-48-23,Script1,0.5,300,2000,92.5636,86.875,91.2072
04-16-2014_19-49-40,Script1,0.5,300,2000,93.1373,86.9565,91.6542
04-16-2014_19-50-56,Script1,0.5,300,2500,93.0328,80.7692,90.0621
04-16-2014_19-52-52,Script1,0.5,300,2500,90.3885,82.7586,88.6435
04-16-2014_19-54-49,Script1,0.5,300,2500,92.569,77.5,88.748
04-16-2014_19-56-41,Script1,0.5,300,2500,91.6493,84.5161,89.9054
04-16-2014_19-58-35,Script1,0.5,300,2500,91.1591,82.716,89.1207
04-16-2014_20-00-31,Script1,0.5,300,2500,91.3371,83.4286,89.3768
04-16-2014_20-02-31,Script1,0.5,300,2500,89.3186,81.8182,87.3144
04-16-2014_20-04-32,Script1,0.5,300,2500,90.3052,82.1053,88.2195
04-16-2014_20-06-33,Script1,0.5,300,2500,90.0722,82.9787,88.2749
04-16-2014_20-08-30,Script1,0.5,300,2500,90.681,86.3095,89.6694
04-16-2014_20-10-27,Script1,0.5,300,2500,91.3761,83.4286,89.4444
04-16-2014_20-18-01,Script1,0.5,500,1000,96.2209,93.3884,95.4839
04-16-2014_20-19-10,Script1,0.5,500,1000,95.3623,93.1624,94.8052
04-16-2014_20-20-19,Script1,0.5,500,1000,96.9359,92,95.6612
04-16-2014_20-21-28,Script1,0.5,500,1000,96.1326,90.4762,94.6721
04-16-2014_20-22-37,Script1,0.5,500,1000,96.9613,94.3548,96.2963
04-16-2014_20-23-13,Script1,0.5,500,1000,96.1538,91.6667,95.0413
04-16-2014_20-24-21,Script1,0.5,500,1000,95.6044,87.5,93.4959
04-16-2014_20-25-29,Script1,0.5,500,1000,95.2909,89.313,93.6992
04-16-2014_20-26-37,Script1,0.5,500,1000,95.4802,88.1356,93.6441
04-16-2014_20-27-43,Script1,0.5,500,1000,96.1652,89.7059,94.3158
04-16-2014_20-28-49,Script1,0.5,500,1000,96.0961,89.5522,94.2184
04-16-2014_20-29-55,Script1,0.5,500,1500,95.8763,92.5926,95.0287
04-16-2014_20-30-32,Script1,0.5,500,1500,96.9925,88.5246,95.0096
04-16-2014_20-31-45,Script1,0.5,500,1500,96.1353,92.9688,95.3875
04-16-2014_20-32-23,Script1,0.5,500,1500,96.0298,89.5522,94.4134
04-16-2014_20-33-34,Script1,0.5,500,1500,94.6341,92.5373,94.1176
04-16-2014_20-34-47,Script1,0.5,500,1500,95.6098,87.1429,93.4545
04-16-2014_20-36-00,Script1,0.5,500,1500,93.8575,89.1156,92.5993
04-16-2014_20-37-10,Script1,0.5,500,1500,96.7581,84.6715,93.6803
04-16-2014_20-38-21,Script1,0.5,500,1500,95.7393,88.189,93.9163
04-16-2014_20-39-30,Script1,0.5,500,1500,96.1538,85.8156,93.4087
04-16-2014_20-40-38,Script1,0.5,500,1500,94.9239,84.2857,92.1348
04-16-2014_20-41-47,Script1,0.5,500,2000,95.8838,87.9747,93.6953
04-16-2014_20-43-01,Script1,0.5,500,2000,96.0373,90.9722,94.7644
04-16-2014_20-44-17,Script1,0.5,500,2000,94.3439,83.2117,91.7098
04-16-2014_20-45-32,Script1,0.5,500,2000,95.1276,81.1594,91.7399
04-16-2014_20-46-45,Script1,0.5,500,2000,94.4196,85.7143,92.3469
04-16-2014_20-47-59,Script1,0.5,500,2000,95.6897,83.9695,93.1092
04-16-2014_20-49-14,Script1,0.5,500,2000,94.6903,84.7222,92.2819
04-16-2014_20-50-28,Script1,0.5,500,2000,93.8053,88.1119,92.437
04-16-2014_20-51-41,Script1,0.5,500,2000,93.4924,83.9161,91.2252
04-16-2014_20-52-55,Script1,0.5,500,2000,92.2432,89.0411,91.4928
04-16-2014_20-54-08,Script1,0.5,500,2000,91.6844,88.0503,90.7643
04-16-2014_20-55-57,Script1,0.5,500,2500,93.6123,86.0759,91.6667
04-16-2014_20-57-14,Script1,0.5,500,2500,94.0133,89.1892,92.8214
04-16-2014_20-58-29,Script1,0.5,500,2500,92.4893,83.5616,90.3595
04-16-2014_21-00-21,Script1,0.5,500,2500,92.2222,84.8485,90.2439
04-16-2014_21-02-11,Script1,0.5,500,2500,91.6155,88.2353,90.81
04-16-2014_21-04-04,Script1,0.5,500,2500,92.986,86.0606,91.2651
04-16-2014_21-05-59,Script1,0.5,500,2500,89.7436,82.5843,87.8832
04-16-2014_21-07-54,Script1,0.5,500,2500,91.7969,81.3953,89.1813
04-16-2014_21-09-49,Script1,0.5,500,2500,93.1102,82.659,90.4552
04-16-2014_21-11-07,Script1,0.5,500,2500,93.1298,85.9873,91.4831
04-16-2014_21-12-59,Script1,0.5,500,2500,91.1067,84.8837,89.528
04-16-2014_21-20-31,Script1,0.5,700,1000,96.8944,90.678,95.2273
04-16-2014_21-21-06,Script1,0.5,700,1000,94.9555,93.913,94.6903
04-16-2014_21-22-14,Script1,0.5,700,1000,95.7983,95.283,95.6803
04-16-2014_21-23-23,Script1,0.5,700,1000,95.7983,95.283,95.6803
04-16-2014_21-23-59,Script1,0.5,700,1000,95.7983,95.283,95.6803
04-16-2014_21-24-34,Script1,0.5,700,1000,97.5535,93.5185,96.5517
04-16-2014_21-25-08,Script1,0.5,700,1000,96.1905,89.8438,94.3567
04-16-2014_21-26-14,Script1,0.5,700,1000,95.8824,90.1786,94.469
04-16-2014_21-27-20,Script1,0.5,700,1000,96.1538,93.0693,95.4442
04-16-2014_21-27-55,Script1,0.5,700,1000,95.3846,95.4545,95.4023
04-16-2014_21-29-00,Script1,0.5,700,1000,96.0366,94.6429,95.6818
04-16-2014_21-29-33,Script1,0.5,700,1500,96.9529,87.5912,94.3775
04-16-2014_21-30-45,Script1,0.5,700,1500,96.5241,90.5109,94.9119
04-16-2014_21-31-56,Script1,0.5,700,1500,96.8586,92.8058,95.7774
04-16-2014_21-32-33,Script1,0.5,700,1500,95.5844,89.8305,94.2346
04-16-2014_21-33-44,Script1,0.5,700,1500,95.1482,86.8852,93.1034
04-16-2014_21-34-53,Script1,0.5,700,1500,96.0422,88.5246,94.2116
04-16-2014_21-36-02,Script1,0.5,700,1500,95.2255,89.0625,93.6634
04-16-2014_21-37-11,Script1,0.5,700,1500,96.5054,89.6825,94.7791
04-16-2014_21-38-19,Script1,0.5,700,1500,97.8022,90.6977,95.9432
04-16-2014_21-38-54,Script1,0.5,700,1500,94.9296,91.1765,93.89
04-16-2014_21-40-01,Script1,0.5,700,1500,93.6548,89.3805,92.7022
04-16-2014_21-41-10,Script1,0.5,700,2000,94.4844,90.6977,93.5897
04-16-2014_21-42-24,Script1,0.5,700,2000,94.0758,87.234,92.3623
04-16-2014_21-43-38,Script1,0.5,700,2000,93.662,90.1515,92.8315
04-16-2014_21-44-51,Script1,0.5,700,2000,95.9596,89.0511,94.1839
04-16-2014_21-46-02,Script1,0.5,700,2000,95.086,86.9231,93.1099
04-16-2014_21-47-14,Script1,0.5,700,2000,93.4625,90.2256,92.674
04-16-2014_21-48-26,Script1,0.5,700,2000,94.7368,89.1473,93.4186
04-16-2014_21-49-37,Script1,0.5,700,2000,95.0119,91.0448,94.0541
04-16-2014_21-50-49,Script1,0.5,700,2000,93.4272,89.6552,92.4694
04-16-2014_21-52-00,Script1,0.5,700,2000,94.0503,86.9863,92.2813
04-16-2014_21-53-12,Script1,0.5,700,2000,92.2907,90.4762,91.8469
04-16-2014_21-54-59,Script1,0.5,700,2500,92.2907,90.4762,91.8469
04-16-2014_21-56-14,Script1,0.5,700,2500,92.2907,90.4762,91.8469
04-16-2014_21-57-28,Script1,0.5,700,2500,92.2907,90.4762,91.8469
04-16-2014_21-58-42,Script1,0.5,700,2500,92.2907,90.4762,91.8469
04-16-2014_21-59-55,Script1,0.5,700,2500,93.6508,84.6667,91.3706
04-16-2014_22-01-46,Script1,0.5,700,2500,92.9978,88.0503,91.7208
04-16-2014_22-03-00,Script1,0.5,700,2500,92.9752,81.6993,90.2669
04-16-2014_22-04-52,Script1,0.5,700,2500,93.1393,84.6626,90.9938
04-16-2014_22-06-07,Script1,0.5,700,2500,93.8525,86.25,91.9753
04-16-2014_22-07-57,Script1,0.5,700,2500,92.6471,84.2424,90.4836
04-16-2014_22-09-12,Script1,0.5,700,2500,91.6,85.4305,90.169
04-16-2014_22-16-41,Script1,0.5,900,1000,96.9789,90.1099,95.4976
04-16-2014_22-17-17,Script1,0.5,900,1000,97.0968,96.1905,96.8675
04-16-2014_22-17-51,Script1,0.5,900,1000,96.4516,97.2222,96.6507
04-16-2014_22-18-26,Script1,0.5,900,1000,97.7636,94.0594,96.8599
04-16-2014_22-19-00,Script1,0.5,900,1000,97.3941,100,98.0344
04-16-2014_22-19-35,Script1,0.5,900,1000,96.9325,98.8372,97.3301
04-16-2014_22-20-09,Script1,0.5,900,1000,98.3974,99.0291,98.5542
04-16-2014_22-20-43,Script1,0.5,900,1000,97.205,95.1456,96.7059
04-16-2014_22-21-44,Script1,0.5,900,1000,98.3444,97.2727,98.0583
04-16-2014_22-22-17,Script1,0.5,900,1000,98.3165,94.7368,97.3236
04-16-2014_22-22-50,Script1,0.5,900,1500,97.2376,91.5254,95.8333
04-16-2014_22-23-27,Script1,0.5,900,1500,96.7213,92.5926,95.7806
04-16-2014_22-24-04,Script1,0.5,900,1500,96.496,91.4286,95.3782
04-16-2014_22-25-13,Script1,0.5,900,1500,95.9302,89.916,94.3844
04-16-2014_22-26-21,Script1,0.5,900,1500,94.7514,90.2913,93.7634
04-16-2014_22-27-29,Script1,0.5,900,1500,94.7222,91.5254,93.9331
04-16-2014_22-28-37,Script1,0.5,900,1500,96.496,92.4528,95.5975
04-16-2014_22-29-13,Script1,0.5,900,1500,94.9008,95.7627,95.1168
04-16-2014_22-30-20,Script1,0.5,900,1500,95.5882,89.7436,94.0919
04-16-2014_22-31-26,Script1,0.5,900,1500,95.2381,94.5946,95.0855
04-16-2014_22-32-32,Script1,0.5,900,1500,95.5679,88.0342,93.7238
04-16-2014_22-33-39,Script1,0.5,900,2000,95.2141,90.8397,94.1288
04-16-2014_22-34-51,Script1,0.5,900,2000,94.6565,86.4662,92.5856
04-16-2014_22-36-03,Script1,0.5,900,2000,94.359,89.3443,93.1641
04-16-2014_22-37-14,Script1,0.5,900,2000,93.5393,89.781,92.4949
04-16-2014_22-38-23,Script1,0.5,900,2000,94.832,87.7049,93.1238
04-16-2014_22-39-34,Script1,0.5,900,2000,96.7089,92.1875,95.6023
04-16-2014_22-40-11,Script1,0.5,900,2000,93.7008,90.5797,92.8709
04-16-2014_22-41-21,Script1,0.5,900,2000,94.1772,90.2256,93.1818
04-16-2014_22-42-30,Script1,0.5,900,2000,94.9398,87.5,93.271
04-16-2014_22-43-41,Script1,0.5,900,2000,92.5659,88.1119,91.4286
04-16-2014_22-45-25,Script1,0.5,900,2000,93.8497,88.7218,92.6573
04-16-2014_22-46-37,Script1,0.5,900,2500,93.3333,86.5672,91.7399
04-16-2014_22-47-52,Script1,0.5,900,2500,93.0788,86.9231,91.6211
04-16-2014_22-49-05,Script1,0.5,900,2500,93.4426,84.4828,91.5285
04-16-2014_22-50-18,Script1,0.5,900,2500,91.687,90.7692,91.4657
04-16-2014_22-51-30,Script1,0.5,900,2500,93.0622,89.5833,92.1708
04-16-2014_22-52-42,Script1,0.5,900,2500,92.0746,87.8049,90.8938
04-16-2014_22-54-30,Script1,0.5,900,2500,94.4444,76.5957,90.312
04-16-2014_22-56-20,Script1,0.5,900,2500,93.5897,81.2081,90.5997
04-16-2014_22-58-09,Script1,0.5,900,2500,90.9091,89.2086,90.5229
04-16-2014_22-59-23,Script1,0.5,900,2500,92.0601,88.8158,91.2621
04-16-2014_23-00-37,Script1,0.5,900,2500,93.2462,84.6626,90.9968
04-16-2014_23-01-49,Script1,0.525,100,500,94.6524,92.8571,94.2387
04-16-2014_23-03-00,Script1,0.525,100,500,96.5241,81.5789,93.0328
04-16-2014_23-04-10,Script1,0.525,100,500,95.9654,89.3805,94.3478
04-16-2014_23-05-18,Script1,0.525,100,500,95.0437,85.9649,92.779
04-16-2014_23-06-25,Script1,0.525,100,500,94.6429,85.9504,92.3414
04-16-2014_23-07-32,Script1,0.525,100,500,96.0227,92.3077,95.0207
04-16-2014_23-08-42,Script1,0.525,100,500,96.4736,87.8049,94.4231
04-16-2014_23-09-52,Script1,0.525,100,500,95.6853,85.5263,92.8571
04-16-2014_23-11-01,Script1,0.525,100,500,95.2494,91.129,94.3119
04-16-2014_23-12-11,Script1,0.525,100,500,95.5,92.8571,94.8148
04-16-2014_23-13-22,Script1,0.525,100,500,95.2494,86.0465,93.0909
04-16-2014_23-14-32,Script1,0.525,100,1000,94.8357,85.625,92.3208
04-16-2014_23-16-23,Script1,0.525,100,1000,94.8598,89.375,93.3673
04-16-2014_23-17-37,Script1,0.525,100,1000,94.6136,92.5676,94.087
04-16-2014_23-18-51,Script1,0.525,100,1000,94.7608,86.2319,92.721
04-16-2014_23-20-05,Script1,0.525,100,1000,92.9742,86.3309,91.3428
04-16-2014_23-21-52,Script1,0.525,100,1000,93.5927,90.2778,92.7711
04-16-2014_23-23-05,Script1,0.525,100,1000,92.6882,88.4354,91.6667
04-16-2014_23-24-19,Script1,0.525,100,1000,93.0328,92.9577,93.0159
04-16-2014_23-25-33,Script1,0.525,100,1000,94.6467,87.1622,92.8455
04-16-2014_23-26-47,Script1,0.525,100,1000,94.0789,91.6667,93.4641
04-16-2014_23-27-59,Script1,0.525,100,1000,94.7137,83.4395,91.8167
04-16-2014_23-29-12,Script1,0.525,100,1500,92.9742,86.3309,91.3428
04-16-2014_23-30-30,Script1,0.525,100,1500,93.9203,85.7955,91.7305
04-16-2014_23-32-25,Script1,0.525,100,1500,93.9203,85.7955,91.7305
04-16-2014_23-33-42,Script1,0.525,100,1500,93.3902,87.0968,91.8269
04-16-2014_23-35-00,Script1,0.525,100,1500,92.9787,83.5526,90.6752
04-16-2014_23-36-50,Script1,0.525,100,1500,91.6497,88.3871,90.8669
04-16-2014_23-38-07,Script1,0.525,100,1500,93.2271,85.6287,91.3303
04-16-2014_23-39-23,Script1,0.525,100,1500,94.2418,80.5195,91.1111
04-16-2014_23-40-41,Script1,0.525,100,1500,93.4959,84.6591,91.1677
04-16-2014_23-41-56,Script1,0.525,100,1500,94.0952,83.4483,91.791
04-16-2014_23-43-12,Script1,0.525,100,1500,93.3735,83.9779,90.8689
04-16-2014_23-44-28,Script1,0.525,100,2000,92.081,85.1852,90.4965
04-16-2014_23-46-33,Script1,0.525,100,2000,92.3507,85.2071,90.6383
04-16-2014_23-48-35,Script1,0.525,100,2000,90.1381,82.3529,88.1832
04-16-2014_23-50-33,Script1,0.525,100,2000,90.9789,83.6879,89.426
04-16-2014_23-52-28,Script1,0.525,100,2000,90.101,83.4286,88.3582
04-16-2014_23-54-23,Script1,0.525,100,2000,92.0152,84.8485,90.3039
04-16-2014_23-56-20,Script1,0.525,100,2000,93.7381,81.9149,90.6294
04-16-2014_23-57-39,Script1,0.525,100,2000,90.925,86.3354,89.9183
04-16-2014_23-59-36,Script1,0.525,100,2000,92.5532,85.7143,90.8847
04-17-2014_00-00-56,Script1,0.525,100,2000,91.6522,82.3204,89.418
04-17-2014_00-02-54,Script1,0.525,100,2000,92.6244,80.8743,89.8172
04-17-2014_00-04-53,Script1,0.525,100,2500,91.7415,79.6703,88.7686
04-17-2014_00-07-01,Script1,0.525,100,2500,91.4339,84.9741,89.726
04-17-2014_00-09-07,Script1,0.525,100,2500,92.4242,78.1421,88.7482
04-17-2014_00-11-07,Script1,0.525,100,2500,93.3962,82.4859,90.6648
04-17-2014_00-13-07,Script1,0.525,100,2500,90,85.4839,88.843
04-17-2014_00-15-09,Script1,0.525,100,2500,90.4437,77.1429,87.385
04-17-2014_00-17-10,Script1,0.525,100,2500,91.7219,78.7879,88.5287
04-17-2014_00-19-18,Script1,0.525,100,2500,90.7468,85.6436,89.4866
04-17-2014_00-21-28,Script1,0.525,100,2500,90.0164,84.6154,88.6447
04-17-2014_00-23-32,Script1,0.525,100,2500,89.0701,81.9095,87.3153
04-17-2014_00-25-36,Script1,0.525,100,2500,90,83.8235,88.4521
04-17-2014_00-27-39,Script1,0.525,300,500,97.8852,93.617,96.9412
04-17-2014_00-28-15,Script1,0.525,300,500,97.8328,96.2264,97.4359
04-17-2014_00-28-51,Script1,0.525,300,500,95.7237,98.0583,96.3145
04-17-2014_00-29-25,Script1,0.525,300,500,96.5944,91.7526,95.4762
04-17-2014_00-29-59,Script1,0.525,300,500,95.0156,93.1624,94.5205
04-17-2014_00-31-05,Script1,0.525,300,500,96.5616,93.578,95.8515
04-17-2014_00-31-41,Script1,0.525,300,500,95.7333,90.8257,94.6281
04-17-2014_00-32-49,Script1,0.525,300,500,95.4301,94.958,95.3157
04-17-2014_00-33-56,Script1,0.525,300,500,95.5307,93.9655,95.1477
04-17-2014_00-35-03,Script1,0.525,300,500,97.3607,94.9153,96.732
04-17-2014_00-35-38,Script1,0.525,300,500,96.3964,92.9825,95.5257
04-17-2014_00-36-12,Script1,0.525,300,1000,95.99,87.9032,94.0727
04-17-2014_00-37-24,Script1,0.525,300,1000,94.9109,87.1212,92.9524
04-17-2014_00-38-36,Script1,0.525,300,1000,95.1282,92.4812,94.4551
04-17-2014_00-39-46,Script1,0.525,300,1000,94.2105,87.5776,92.2366
04-17-2014_00-40-57,Script1,0.525,300,1000,95.3771,84.2857,92.559
04-17-2014_00-42-10,Script1,0.525,300,1000,96.2704,87.5,94.2549
04-17-2014_00-43-23,Script1,0.525,300,1000,92.8571,93.662,93.0556
04-17-2014_00-44-36,Script1,0.525,300,1000,93.9535,85.7143,91.8544
04-17-2014_00-45-49,Script1,0.525,300,1000,95.4762,85.8268,93.2358
04-17-2014_00-46-59,Script1,0.525,300,1000,94.621,91.129,93.8086
04-17-2014_00-48-09,Script1,0.525,300,1000,95.7071,87.9032,93.8462
04-17-2014_00-49-17,Script1,0.525,300,1500,92.9204,88.1481,91.8228
04-17-2014_00-50-36,Script1,0.525,300,1500,96.1538,89.9329,94.5854
04-17-2014_00-51-51,Script1,0.525,300,1500,92.6667,88.3212,91.6525
04-17-2014_00-53-41,Script1,0.525,300,1500,92.7438,89.726,91.9932
04-17-2014_00-54-56,Script1,0.525,300,1500,94.9891,86.9863,93.0579
04-17-2014_00-56-10,Script1,0.525,300,1500,95.2586,85.8974,92.9032
04-17-2014_00-57-26,Script1,0.525,300,1500,92.6667,88.3212,91.6525
04-17-2014_00-58-41,Script1,0.525,300,1500,92.6566,89.9371,91.9614
04-17-2014_00-59-55,Script1,0.525,300,1500,92.6667,88.3212,91.6525
04-17-2014_01-01-09,Script1,0.525,300,1500,92.6667,88.3212,91.6525
04-17-2014_01-02-21,Script1,0.525,300,1500,93.8596,86.7647,92.2297
04-17-2014_01-03-34,Script1,0.525,300,2000,92.094,83.1395,89.6875
04-17-2014_01-05-30,Script1,0.525,300,2000,92.915,81.8792,90.3577
04-17-2014_01-07-26,Script1,0.525,300,2000,92.7386,78.4722,89.4569
04-17-2014_01-09-19,Script1,0.525,300,2000,92.766,87.0968,91.36
04-17-2014_01-11-11,Script1,0.525,300,2000,92.766,87.0968,91.36
04-17-2014_01-12-27,Script1,0.525,300,2000,92.766,87.0968,91.36
04-17-2014_01-13-44,Script1,0.525,300,2000,93.9806,84.6626,91.7404
04-17-2014_01-15-02,Script1,0.525,300,2000,92.6923,85.0932,90.8957
04-17-2014_01-16-56,Script1,0.525,300,2000,91.7004,85.3261,89.9705
04-17-2014_01-18-49,Script1,0.525,300,2000,92.2027,88.4848,91.2979
04-17-2014_01-20-07,Script1,0.525,300,2000,93.8735,84.3931,91.458
04-17-2014_01-21-59,Script1,0.525,300,2500,93.8735,84.3931,91.458
04-17-2014_01-23-22,Script1,0.525,300,2500,92.7022,81.3665,89.9701
04-17-2014_01-25-22,Script1,0.525,300,2500,92.7419,82.2086,90.1366
04-17-2014_01-27-18,Script1,0.525,300,2500,90.5812,81.2865,88.209
04-17-2014_01-29-16,Script1,0.525,300,2500,92.2222,81.0651,89.5628
